fips,percent_diff,state,county,votes_dem,votes_gop,total_votes
45089,-33.79626553259353,SC,Williamsburg County,9949,4863,15049
45091,22.054220850782453,SC,York County,41230,66245,113425
46003,45.06041222459133,SD,Aurora County,340,974,1407
46005,37.551683402244535,SD,Beadle County,1912,4455,6772
46007,22.106179286335944,SD,Bennett County,412,666,1149
46009,47.108271687962336,SD,Bon Homme County,704,2105,2974
46011,14.7397476340694,SD,Brookings County,4879,6748,12680
46013,25.823868925712155,SD,Brown County,5452,9613,16113
46015,43.44405594405594,SD,Brule County,571,1565,2288
46017,-25.510204081632654,SD,Buffalo County,296,171,490
46019,61.251725724804416,SD,Butte County,693,3355,4346
46021,72.08182912154031,SD,Campbell County,105,704,831
46023,42.14972327410428,SD,Charles Mix County,935,2382,3433
46025,44.71937235968618,SD,Clark County,398,1139,1657
46027,-9.844150720063128,SD,Clay County,2608,2109,5069
46029,39.334990144828176,SD,Codington County,3174,7764,11669
46031,4.51063829787234,SD,Corson County,535,588,1175
46033,46.013570822731126,SD,Custer County,1120,3290,4716
46035,35.2364185110664,SD,Davison County,2355,5157,7952
46037,23.771386967601018,SD,Day County,974,1627,2747
46039,38.26923076923077,SD,Deuel County,570,1366,2080
46041,-9.607498535442296,SD,Dewey County,887,723,1707
46043,70.03115264797508,SD,Douglas County,214,1338,1605
46045,54.900938477580816,SD,Edmunds County,380,1433,1918
46047,47.431939376929556,SD,Fall River County,821,2511,3563
46049,58.497316636851515,SD,Faulk County,204,858,1118
46051,39.61257720381808,SD,Grant County,970,2381,3562
46053,57.81922525107605,SD,Gregory County,391,1600,2091
46055,82.27969348659003,SD,Haakon County,77,936,1044
46057,54.16364952932658,SD,Hamlin County,555,2051,2762
46059,58.140814081408145,SD,Hand County,334,1391,1818
46061,53.48953140578266,SD,Hanson County,424,1497,2006
46063,85.30559167750326,SD,Harding County,38,694,769
46065,33.341490272849626,SD,Hughes County,2449,5174,8173
46067,54.23476968796434,SD,Hutchinson County,692,2517,3365
46069,60.57971014492753,SD,Hyde County,125,543,690
46071,36.43835616438356,SD,Jackson County,323,722,1095
46073,39.710444674250255,SD,Jerauld County,264,648,967
46075,68.27956989247312,SD,Jones County,69,450,558
46077,38.298706389651116,SD,Kingsbury County,703,1680,2551
46079,25.40524609490127,SD,Lake County,2314,4038,6786
46081,34.242526600236445,SD,Lawrence County,3356,7411,11842
46083,29.420157742459672,SD,Lincoln County,8076,15499,25231
46085,42.78676988036594,SD,Lyman County,369,977,1421
46091,15.511042629686697,SD,Marshall County,754,1056,1947
46087,45.26478546579049,SD,McCook County,623,1794,2587
46089,61.56552330694811,SD,McPherson County,192,892,1137
46093,53.50658291024869,SD,Meade County,2223,8441,11621
46095,24.011713030746705,SD,Mellette County,238,402,683
46097,39.943609022556394,SD,Miner County,281,706,1064
46099,14.608435659251498,SD,Minnehaha County,30610,42043,78263
46101,23.447098976109217,SD,Moody County,1042,1729,2930
46113,-78.14226519337016,SD,Oglala County,2504,241,2896
46103,32.94861858779665,SD,Pennington County,14074,29804,47741
46105,71.29514321295143,SD,Perkins County,188,1333,1606
46107,63.97003745318352,SD,Potter County,215,1069,1335
46109,15.517241379310345,SD,Roberts County,1539,2142,3886
46111,51.46927871772039,SD,Sanborn County,241,819,1123
46115,31.684174855981023,SD,Spink County,919,1854,2951
46117,52.26547543075941,SD,Stanley County,329,1148,1567
46119,62.9500580720093,SD,Sully County,137,679,861
46121,-47.90588235294118,SD,Todd County,1505,487,2125
46123,61.10266159695817,SD,Tripp County,462,2069,2630
46125,47.6144578313253,SD,Turner County,961,2937,4150
46127,38.77137428752375,SD,Union County,2227,5288,7895
46129,58.09446911586596,SD,Walworth County,457,1896,2477
46135,24.46963394342762,SD,Yankton County,3301,5654,9616
46137,2.088772845953003,SD,Ziebach County,352,368,766
47001,34.2865794166134,TN,Anderson County,9010,19201,29723
47003,52.751633986928105,TN,Bedford County,3384,11455,15300
47005,51.265422334704205,TN,Benton County,1474,4715,6322
47007,58.602150537634415,TN,Bledsoe County,896,3621,4650
47009,48.79554089760651,TN,Blount County,12085,37385,51849
47011,59.10345905396957,TN,Bradley County,7070,29761,38392
47013,60.8765195137556,TN,Campbell County,2248,9860,12504
47015,54.3498773353463,TN,Cannon County,1126,4006,5299
47017,52.33717216684409,TN,Carroll County,2323,7731,10333
47019,64.04039441718669,TN,Carter County,3453,16897,20993
47021,46.88112241673513,TN,Cheatham County,3877,11295,15823
47023,60.30927835051546,TN,Chester County,902,3827,4850
47025,63.12348215953671,TN,Claiborne County,1831,8589,10706
47027,49.09215484755053,TN,Clay County,707,2140,2919
47029,64.51106706309878,TN,Cocke County,1980,9791,12108
47031,48.595124403116365,TN,Coffee County,4741,14409,19895
47033,49.66580022279985,TN,Crockett County,1302,3977,5386
47035,57.82949273709027,TN,Cumberland County,5202,20410,26298
47037,-26.039098452877553,TN,Davidson County,148473,84365,246199
47039,58.68472798776491,TN,Decatur County,894,3580,4577
47041,51.84438040345821,TN,DeKalb County,1566,5164,6940
47043,45.62543638219024,TN,Dickson County,4718,13213,18619
47045,55.379984951091046,TN,Dyer County,2815,10175,13290
47047,37.19569045892469,TN,Fayette County,5865,13046,19306
47049,67.45999179318835,TN,Fentress County,1100,6032,7311
47051,43.72058913402188,TN,Franklin County,4372,11526,16363
47053,43.7487168959146,TN,Gibson County,5255,13779,19484
47055,45.40467625899281,TN,Giles County,2915,7964,11120
47057,68.42830306825297,TN,Grainger County,1154,6618,7985
47059,60.98931505683027,TN,Greene County,4211,18538,23491
47061,55.32631578947368,TN,Grundy County,998,3626,4750
47063,57.165071189076244,TN,Hamblen County,4075,15839,20579
47065,16.58610229076888,TN,Hamilton County,55260,78661,141088
47067,68.19201435621355,TN,Hancock County,322,1842,2229
47069,7.985284570439299,TN,Hardeman County,4174,4912,9242
47071,64.22756055885014,TN,Hardin County,1622,8012,9949
47073,63.34686382526337,TN,Hawkins County,3502,16611,20694
47075,-10.169988276670574,TN,Haywood County,3704,3010,6824
47077,62.15100275265435,TN,Henderson County,1796,8118,10172
47079,49.83316520524559,TN,Henry County,3061,9483,12887
47081,49.75521772738985,TN,Hickman County,1823,5685,7762
47083,41.54818325434439,TN,Houston County,865,2180,3165
47085,41.47639725451744,TN,Humphreys County,1967,4928,7139
47087,47.222846863053746,TN,Jackson County,1129,3229,4447
47089,59.33452669263978,TN,Jefferson County,3490,14760,18994
47091,67.29713239780354,TN,Johnson County,988,5400,6556
47093,23.910278580433545,TN,Knox County,62861,105724,179266
47095,39.59390862944163,TN,Lake County,577,1357,1970
47097,14.150725973726667,TN,Lauderdale County,3656,4884,8678
47099,61.297739174862684,TN,Lawrence County,2821,12419,15658
47101,58.443816561617034,TN,Lewis County,890,3579,4601
47103,58.96759608138659,TN,Lincoln County,2550,10375,13270
47105,54.37693099897013,TN,Loudon County,4916,17588,23304
47111,69.27903871829105,TN,Macon County,1071,6260,7490
47113,15.578328566889102,TN,Madison County,15438,21321,37764
47115,44.78397341211226,TN,Marion County,2829,7680,10832
47117,46.64971057709174,TN,Marshall County,2848,8167,11402
47119,39.22379377209992,TN,Maury County,10026,23781,35068
47107,59.73039477907351,TN,McMinn County,3507,14673,18694
47109,59.711011459890386,TN,McNairy County,1847,7839,10035
47121,57.55045233124565,TN,Meigs County,856,3337,4311
47123,59.68914956011731,TN,Monroe County,3184,13361,17050
47125,18.565592374035404,TN,Montgomery County,21686,32320,57278
47127,62.50854408749146,TN,Moore County,496,2325,2926
47129,65.66626650660264,TN,Morgan County,1053,5429,6664
47131,58.08721263192342,TN,Obion County,2425,9525,12223
47133,50.17693715680293,TN,Overton County,1943,6055,8195
47135,54.991243432574436,TN,Perry County,597,2167,2855
47137,56.8417018014565,TN,Pickett County,536,2019,2609
47139,58.97239263803681,TN,Polk County,1252,5097,6520
47141,45.0107574745901,TN,Putnam County,6847,18981,26958
47143,61.282660332541575,TN,Rhea County,1942,8650,10946
47145,51.11214087117701,TN,Roane County,4833,15863,21580
47147,47.182161082760146,TN,Robertson County,6634,19393,27042
47149,26.09981411592407,TN,Rutherford County,36627,64428,106518
47151,71.73943563105432,TN,Scott County,934,6044,7123
47153,59.69648844185637,TN,Sequatchie County,1051,4434,5667
47155,61.683250414593694,TN,Sevier County,6293,28610,36180
47157,-27.629640120411857,TN,Shelby County,206640,114948,331861
47159,51.24156545209176,TN,Smith County,1688,5485,7410
47161,50.00946431951543,TN,Stewart County,1222,3864,5283
47163,56.24290010023388,TN,Sullivan County,11910,45577,59860
47165,44.95216657287563,TN,Sumner County,18153,50105,71080
47167,47.552627075132634,TN,Tipton County,5779,16893,23372
47169,36.79185232336092,TN,Trousdale County,943,2099,3142
47171,61.48478928272397,TN,Unicoi County,1260,5666,7166
47173,64.70019342359767,TN,Union County,1010,5024,6204
47175,52.99958626396359,TN,Van Buren County,539,1820,2417
47177,44.231478068558786,TN,Warren County,3535,9535,13565
47179,42.85685373702212,TN,Washington County,13003,34179,49411
47181,73.89592605272168,TN,Wayne County,717,5034,5842
47183,51.38121546961326,TN,Weakley County,2770,9001,12127
47185,59.48240589198036,TN,White County,1842,7657,9776
47187,35.49952244508118,TN,Williamson County,30992,68160,104700
47189,44.323632874960026,TN,Wilson County,14356,39304,56286
48001,58.074258305205184,TX,Anderson County,3358,13165,16887
48003,62.70807957775071,TX,Andrews County,836,3925,4926
48005,47.29829260127218,TX,Angelina County,7538,21666,29870
48007,50.36782268080634,TX,Aransas County,2458,7730,10467
48009,79.43312251112673,TX,Archer County,394,3785,4269
48011,83.9724680432645,TX,Armstrong County,70,924,1017
48013,29.1289966923925,TX,Atascosa County,4635,8598,13605
48015,59.71440228478172,TX,Austin County,2319,9637,12255
48017,53.026905829596416,TX,Bailey County,397,1343,1784
48019,62.98834818368746,TX,Bandera County,1726,8159,10213
48021,20.385840707964604,TX,Bastrop County,10555,16314,28250
48023,72.11796246648794,TX,Baylor County,191,1267,1492
48025,15.370063844880585,TX,Bee County,3443,4743,8458
48027,15.07675613570357,TX,Bell County,37608,51780,93999
48029,-13.485473638228237,TX,Bexar County,319191,240161,586038
48031,52.35491268301288,TX,Blanco County,1244,4212,5669
48033,81.91780821917808,TX,Borden County,31,330,365
48035,64.74284981403103,TX,Bosque County,1277,6325,7797
48037,46.65506237307804,TX,Bowie County,8831,24913,34470
48039,24.587683713506685,TX,Brazoria County,43075,72653,120296
48041,23.655278938760677,TX,Brazos County,23041,38662,66036
48043,4.827259820160909,TX,Brewster County,1869,2073,4226
48045,72.75204359673025,TX,Briscoe County,91,625,734
48047,-51.00154083204931,TX,Brooks County,1937,613,2596
48049,74.47845723707792,TX,Brown County,1621,12010,13949
48051,55.0755939524838,TX,Burleson County,1491,5316,6945
48053,56.757324372571674,TX,Burnet County,3785,14595,19046
48055,15.825433427278163,TX,Caldwell County,4663,6516,11709
48057,36.222509702457955,TX,Calhoun County,2118,4638,6957
48059,77.21382289416847,TX,Callahan County,568,4858,5556
48061,-32.555226351792946,TX,Cameron County,59319,29432,91804
48063,42.73447820343461,TX,Camp County,1260,3201,4542
48065,80.40747028862478,TX,Carson County,249,2617,2945
48067,59.7277270377391,TX,Cass County,2250,9182,11606
48069,44.43887775551102,TX,Castro County,526,1413,1996
48071,62.055098733569416,TX,Chambers County,2939,13278,16661
48073,56.46368480929286,TX,Cherokee County,3466,12896,16701
48075,74.32821497120922,TX,Childress County,253,1802,2084
48077,76.63141089602874,TX,Clay County,536,4376,5011
48079,54.27302996670367,TX,Cochran County,190,679,901
48081,79.05832747716093,TX,Coke County,140,1265,1423
48083,76.75378266850069,TX,Coleman County,387,3177,3635
48085,16.98467234149967,TX,Collin County,139837,200395,356545
48087,72.61698440207972,TX,Collingsworth County,145,983,1154
48089,51.24999999999999,TX,Colorado County,1977,6323,8480
48091,50.07552747413387,TX,Comal County,14166,44996,61567
48093,67.4347158218126,TX,Comanche County,788,4300,5208
48095,69.0721649484536,TX,Concho County,148,885,1067
48097,68.132628664905,TX,Cooke County,2345,13174,15894
48099,39.471506592376016,TX,Coryell County,5057,12212,18127
48101,68.95368782161235,TX,Cottle County,84,486,583
48103,54.16364952932658,TX,Crane County,299,1047,1381
48105,43.584229390681,TX,Crockett County,372,980,1395
48107,41.58878504672897,TX,Crosby County,468,1180,1712
48109,-22.83464566929134,TX,Culberson County,454,280,762
48111,67.49185667752442,TX,Dallam County,222,1258,1535
48113,-26.241292534859834,TX,Dallas County,458845,261865,750649
48115,50.561482313307124,TX,Dawson County,835,2636,3562
48117,41.0854558438467,TX,Deaf Smith County,1185,2911,4201
48119,63.01009214567793,TX,Delta County,400,1836,2279
48121,20.17648242165524,TX,Denton County,110000,169175,293287
48123,63.74963353855174,TX,DeWitt County,1161,5510,6822
48125,68.97689768976898,TX,Dickens County,128,755,909
48127,-37.17829457364341,TX,Dimmit County,2173,974,3225
48129,70.8904109589041,TX,Donley County,190,1225,1460
48131,-35.272902139937486,TX,Duval County,2783,1316,4159
48133,75.44340302811824,TX,Eastland County,776,6008,6935
48135,40.55480713716218,TX,Ector County,10225,24976,36373
48137,41.220657276995304,TX,Edwards County,302,741,1065
48139,45.366611696054804,TX,Ellis County,16197,44807,63064
48141,-43.21147212270382,TX,El Paso County,145509,54567,210458
48143,65.5032585083273,TX,Erath County,2159,11205,13810
48145,33.562691131498475,TX,Falls County,1682,3438,5232
48147,61.91947878382893,TX,Fannin County,2123,9536,11972
48149,59.12594070178619,TX,Fayette County,2127,8648,11029
48151,50.05807200929152,TX,Fisher County,403,1265,1722
48153,53.013278855975486,TX,Floyd County,435,1473,1958
48155,52.83757338551859,TX,Foard County,113,383,511
48157,-6.630256522523975,TX,Fort Bend County,134475,117212,260367
48159,66.9880624426079,TX,Franklin County,665,3583,4356
48161,59.59516298633017,TX,Freestone County,1461,5995,7608
48163,-6.298919120387627,TX,Frio County,1401,1232,2683
48165,71.81601215014103,TX,Gaines County,597,3907,4609
48167,22.632546736132394,TX,Galveston County,45503,73566,123994
48169,67.72881355932203,TX,Garza County,224,1223,1475
48171,62.17328354796921,TX,Gillespie County,2286,10445,13123
48173,86.21262458471762,TX,Glasscock County,34,553,602
48175,44.303797468354425,TX,Goliad County,973,2618,3713
48177,47.79505076142132,TX,Gonzales County,1567,4580,6304
48179,78.75,TX,Gray County,699,6495,7360
48181,53.11039347327271,TX,Grayson County,10276,35274,47068
48183,41.26677142511785,TX,Gregg County,11623,28693,41365
48185,51.12300587741394,TX,Grimes County,2194,7065,9528
48187,31.784341139461723,TX,Guadalupe County,18308,36495,57220
48189,48.3640081799591,TX,Hale County,2090,6347,8802
48191,66.7584940312213,TX,Hall County,164,891,1089
48193,71.404821280133,TX,Hamilton County,479,3056,3609
48195,80.07190549563431,TX,Hansford County,171,1730,1947
48197,63.40172071475843,TX,Hardeman County,249,1207,1511
48199,73.88000702740689,TX,Hardin County,2779,19600,22768
48201,-12.396393547560148,TX,Harris County,706471,544960,1302887
48203,43.931118191473224,TX,Harrison County,7130,18712,26364
48205,79.94858611825192,TX,Hartley County,172,1727,1945
48207,61.69971671388102,TX,Haskell County,314,1403,1765
48209,0.8570549745539958,TX,Hays County,33117,33730,71524
48211,75.81505631298162,TX,Hemphill County,181,1460,1687
48213,60.04019427231619,TX,Henderson County,5649,23574,29855
48215,-40.54049367015434,TX,Hidalgo County,118739,48608,172990
48217,58.422439175577246,TX,Hill County,2535,10075,12906
48219,62.290579511123326,TX,Hockley County,1257,5793,7282
48221,66.4854517611026,TX,Hood County,4001,21367,26120
48223,60.819234194122885,TX,Hopkins County,2508,10704,13476
48225,50.915442062153694,TX,Houston County,1978,6205,8302
48227,55.994017487344685,TX,Howard County,1768,6635,8692
48229,20.55109070034443,TX,Hudspeth County,324,503,871
48231,56.32515632515632,TX,Hunt County,6301,23866,31185
48233,76.11370908195914,TX,Hutchinson County,854,7039,8126
48235,75,TX,Irion County,90,660,760
48237,79.6346211440551,TX,Jack County,314,2973,3339
48239,63.73459715639811,TX,Jackson County,904,4266,5275
48241,59.89064489551345,TX,Jasper County,2582,10578,13351
48243,23.148936170212767,TX,Jeff Davis County,422,694,1175
48245,0.4853313187505008,TX,Jefferson County,42404,42828,87363
48247,-56.86644643699859,TX,Jim Hogg County,1635,430,2119
48249,-10.34343107079216,TX,Jim Wells County,6688,5411,12346
48251,58.30976078225947,TX,Johnson County,10976,44370,57270
48253,65.40795684423466,TX,Jones County,935,4815,5932
48255,43.36917562724014,TX,Karnes County,1144,2959,4185
48257,47.02896605578467,TX,Kaufman County,10265,29537,40979
48259,60.34309791332263,TX,Kendall County,3633,15663,19936
48261,-8.064516129032258,TX,Kenedy County,99,84,186
48263,69.5150115473441,TX,Kent County,59,360,433
48265,56.2711130359463,TX,Kerr County,4665,17658,23090
48267,76.65809768637533,TX,Kimble County,206,1697,1945
48269,90.56603773584906,TX,King County,5,149,159
48271,33.6376404494382,TX,Kinney County,457,936,1424
48273,-3.680269956764737,TX,Kleberg County,4713,4364,9483
48275,61.19293078055965,TX,Knox County,247,1078,1358
48277,59.1627555699412,TX,Lamar County,3579,14546,18537
48279,58.13060179257362,TX,Lamb County,770,3040,3905
48281,60.0319057553074,TX,Lampasas County,1479,6371,8149
48283,-12.445095168374817,TX,La Salle County,1125,870,2049
48285,71.45835746553921,TX,Lavaca County,1170,7339,8633
48287,55.565777368905245,TX,Lee County,1372,4996,6522
48289,74.01107060888349,TX,Leon County,909,6391,7407
48291,57.979714344856134,TX,Liberty County,4851,18856,24155
48293,52.288179916317986,TX,Limestone County,1748,5747,7648
48295,77.45839636913767,TX,Lipscomb County,135,1159,1322
48297,63.53409889852355,TX,Live Oak County,739,3450,4267
48299,62.23378625807074,TX,Llano County,1825,8283,10377
48301,82.8125,TX,Loving County,4,57,64
48303,38.35406893738527,TX,Lubbock County,27956,65566,98060
48305,57.23585378067101,TX,Lynn County,403,1546,1997
48313,57.6231613355125,TX,Madison County,881,3349,4283
48315,43.081312410841655,TX,Marion County,1156,2968,4206
48317,67.63532763532764,TX,Martin County,266,1453,1755
48319,63.46809547004384,TX,Mason County,353,1656,2053
48321,40.665591306562526,TX,Matagorda County,3357,8147,11779
48323,-55.79187518398587,TX,Maverick County,10397,2816,13588
48307,66.94750486066104,TX,McCulloch County,480,2546,3086
48309,27.089642834323683,TX,McLennan County,27046,48245,78255
48311,83.29979879275655,TX,McMullen County,40,454,497
48325,43.23034851922965,TX,Medina County,4624,12054,17187
48327,61.395348837209305,TX,Menard County,153,681,860
48329,55.18224519516748,TX,Midland County,9993,36896,48753
48331,49.93609852445684,TX,Milam County,2042,6340,8607
48333,76.2734584450402,TX,Mills County,242,1949,2238
48335,65.15981735159816,TX,Mitchell County,353,1780,2190
48337,77.18503021850303,TX,Montague County,885,7526,8604
48339,51.429218595352644,TX,Montgomery County,45744,150188,203083
48341,54.69403268719118,TX,Moore County,1096,3974,5262
48343,40.65269943593876,TX,Morris County,1425,3443,4964
48345,85.64516129032258,TX,Motley County,40,571,620
48347,35.349977708426216,TX,Nacogdoches County,6822,14751,22430
48349,48.74862654132585,TX,Navarro County,3998,11984,16382
48351,49.451371571072315,TX,Newton County,978,2961,4010
48353,53.161888701517704,TX,Nolan County,1029,3551,4744
48355,1.5410069451124493,TX,Nueces County,49102,50704,103958
48357,78.96678966789668,TX,Ochiltree County,274,2628,2981
48359,81.6931216931217,TX,Oldham County,78,850,945
48361,61.928150876861565,TX,Orange County,5716,25385,31761
48363,64.0982800982801,TX,Palo Pinto County,1700,8222,10175
48365,63.478344377220786,TX,Panola County,1835,8445,10413
48367,67.54471487068584,TX,Parker County,8329,46433,56413
48369,37.72178850248403,TX,Parmer County,848,1911,2818
48371,21.886249100071993,TX,Pecos County,1551,2463,4167
48373,56.50911624666125,TX,Polk County,7123,26587,34444
48375,41.930815390045886,TX,Potter County,7620,19499,28330
48377,-36.586472991375395,TX,Presidio County,1458,652,2203
48379,71.2742980561555,TX,Rains County,619,3919,4630
48381,65.11251927972795,TX,Randall County,8340,43379,53813
48383,60.22222222222222,TX,Reagan County,167,709,900
48385,66.746126340882,TX,Real County,262,1382,1678
48387,53.93433067806489,TX,Red River County,1148,3924,5147
48389,-7.600502512562814,TX,Reeves County,1659,1417,3184
48391,27.028862478777587,TX,Refugio County,1034,1830,2945
48393,91.63636363636364,TX,Roberts County,20,524,550
48395,35.121255349500714,TX,Robertson County,2203,4665,7010
48397,47.466417060892,TX,Rockwall County,9633,28396,39529
48399,74.07702523240371,TX,Runnels County,452,3241,3765
48401,56.54417184374013,TX,Rusk County,3935,14675,18994
48403,72.77035760448084,TX,Sabine County,614,3992,4642
48405,48.077462812236874,TX,San Augustine County,907,2620,3563
48407,58.37942746239689,TX,San Jacinto County,2034,8050,10305
48409,24.073815832287455,TX,San Patricio County,7825,13004,21513
48411,73.5768903993203,TX,San Saba County,293,2025,2354
48413,57.874762808349146,TX,Schleicher County,209,819,1054
48415,69.75860102642083,TX,Scurry County,733,4403,5261
48417,84.88681757656458,TX,Shackelford County,103,1378,1502
48419,59.67813051146385,TX,Shelby County,1757,7171,9072
48421,76.20578778135048,TX,Sherman County,96,807,933
48423,43.89437356453145,TX,Smith County,22128,58631,83161
48425,68.78224974200207,TX,Somervell County,540,3206,3876
48427,-60.11461808228552,TX,Starr County,9246,2218,11691
48429,77.75847089487402,TX,Stephens County,348,3033,3453
48431,75.67140600315956,TX,Sterling County,70,549,633
48433,59.91440798858774,TX,Stonewall County,135,555,701
48435,53.851590106007066,TX,Sutton County,313,1075,1415
48437,55.205479452054796,TX,Swisher County,462,1671,2190
48439,8.70235595143264,TX,Tarrant County,288001,345683,662832
48441,51.08690849644325,TX,Taylor County,10047,33172,45266
48443,33.63844393592677,TX,Terrell County,140,287,437
48445,49.40442427680091,TX,Terry County,424,1295,1763
48447,78.0940594059406,TX,Throckmorton County,84,715,808
48449,42.14254577157803,TX,Titus County,2538,6405,9176
48451,47.91885366365736,TX,Tom Green County,9117,27376,38104
48453,-38.858535256458765,TX,Travis County,306475,126750,462511
48455,59.89635573386827,TX,Trinity County,1154,4737,5982
48457,67.23553770862091,TX,Tyler County,1243,6601,7969
48459,67.97336348787536,TX,Upshur County,2378,13198,15918
48461,52.23765432098766,TX,Upton County,284,961,1296
48463,10.79901521933751,TX,Uvalde County,3863,4828,8936
48465,-7.895517957850995,TX,Val Verde County,6920,5856,13476
48467,72.12872884872516,TX,Van Zandt County,2792,18436,21689
48469,39.99097705594225,TX,Victoria County,8843,21253,31032
48471,34.512015444800085,TX,Walker County,6085,12878,19683
48473,28.603051151660186,TX,Waller County,5744,10525,16715
48475,51.59683562847934,TX,Ward County,780,2541,3413
48477,51.28500712009222,TX,Washington County,3381,10944,14747
48479,-51.61341375490179,TX,Webb County,42297,12946,56867
48481,40.19174542734752,TX,Wharton County,4238,10149,14707
48483,82.09019947961839,TX,Wheeler County,194,2087,2306
48485,49.73755703848284,TX,Wichita County,8752,27609,37913
48487,57.522555474274576,TX,Wilbarger County,807,3166,4101
48489,-36.89492325855962,TX,Willacy County,3416,1541,5082
48491,9.862659831242146,TX,Williamson County,84252,104029,200524
48493,47.78499091145157,TX,Wilson County,4790,13991,19255
48495,52.48264815803524,TX,Winkler County,420,1403,1873
48497,69.92011678358541,TX,Wise County,3412,20655,24661
48499,70.02574278665665,TX,Wood County,2624,15681,18646
48501,59.63462374945628,TX,Yoakum County,426,1797,2299
48503,74.6147819273962,TX,Young County,873,6587,7658
48505,-32.80153158902361,TX,Zapata County,2056,1028,3134
48507,-57.25663716814159,TX,Zavala County,2633,692,3390
49001,63.212851405622494,UT,Beaver County,264,1838,2490
49003,51.426154218032394,UT,Box Elder County,1814,10324,16548
49005,27.698653808634578,UT,Cache County,6705,16643,35879
49007,44.58940905602456,UT,Carbon County,1696,5182,7818
49009,53.97849462365591,UT,Daggett County,76,327,465
49011,23.322918756747978,UT,Davis County,22575,46985,104661
49013,72.20138488170802,UT,Duchesne County,500,5505,6932
49015,70.91250293220736,UT,Emery County,379,3402,4263
49017,53.40017436791631,UT,Garfield County,352,1577,2294
49019,0.04488330341113106,UT,Grand County,1932,1934,4456
49021,51.58916243324215,UT,Iron County,2104,10025,15354
49023,56.99214916584887,UT,Juab County,436,2759,4076
49025,43.337162550258476,UT,Kane County,739,2248,3482
49027,65.51394726786397,UT,Millard County,431,3860,5234
49029,50.31152647975078,UT,Morgan County,572,3156,5136
49031,82.00972447325769,UT,Piute County,31,537,617
49033,62.22627737226277,UT,Rich County,104,786,1096
49035,-10.220093151458293,UT,Salt Lake County,154831,117901,361347
49037,11.847725162488395,UT,San Juan County,1997,2635,5385
49039,55.328287993454694,UT,Sanpete County,1026,6436,9778
49041,69.59557053442465,UT,Sevier County,673,6455,8308
49043,-15.352903193761486,UT,Summit County,10251,7160,20133
49045,30.034382438508334,UT,Tooele County,4015,9693,18905
49047,68.88147170690057,UT,Uintah County,1002,9876,12883
49049,37.25577620011204,UT,Utah County,24579,89755,174942
49051,25.18151815181518,UT,Wasatch County,3063,6115,12120
49053,52.14978954325669,UT,Washington County,9583,39566,57494
49055,48.79432624113475,UT,Wayne County,271,959,1410
49057,19.962922493278167,UT,Weber County,22187,38447,81451
51001,11.71056807362742,VA,Accomack County,6737,8582,15755
51003,-25.056115723091178,VA,Albemarle County,33297,19232,56134
51510,-59.02613465261346,VA,Alexandria city,57147,13241,74384
51005,37.06542567752532,VA,Alleghany County,2165,4873,7306
51007,36.304193319118696,VA,Amelia County,2150,4704,7035
51009,30.710894223160118,VA,Amherst County,4986,9643,15164
51011,46.40432486799095,VA,Appomattox County,2023,5714,7954
51013,-60.09853867810698,VA,Arlington County,91879,20155,119344
51015,49.21851558877281,VA,Augusta County,8108,26152,36661
51017,42.13107445385644,VA,Bath County,603,1548,2243
51019,49.41212724600578,VA,Bedford County,9733,30578,42186
51021,67.82970550576184,VA,Bland County,453,2572,3124
51023,47.62083579207124,VA,Botetourt County,4492,13369,18641
51520,43.81280505311513,VA,Bristol city,1832,4884,6966
51025,-18.67887508175278,VA,Brunswick County,4473,3045,7645
51027,60.422993492407805,VA,Buchanan County,1721,7292,9220
51029,11.545853926414058,VA,Buckingham County,3128,3969,7284
51530,30.855949895615865,VA,Buena Vista city,693,1432,2395
51031,47.19303402160335,VA,Campbell County,6597,19442,27218
51033,5.060257946296427,VA,Caroline County,6425,7143,14189
51035,59.58636932361816,VA,Carroll County,2557,10653,13587
51036,-23.044058744993322,VA,Charles City County,2244,1381,3745
51037,22.89364640883978,VA,Charlotte County,2153,3479,5792
51540,-67.14690918914052,VA,Charlottesville city,17865,2951,22211
51550,1.2823378969300796,VA,Chesapeake city,52554,53988,111827
51041,2.250581899502533,VA,Chesterfield County,80993,84938,175288
51043,19.800762513835938,VA,Clarke County,3047,4657,8131
51570,39.325976029429214,VA,Colonial Heights city,2367,5681,8427
51580,18.362178134233854,VA,Covington city,914,1349,2369
51045,57.39942528735632,VA,Craig County,541,2139,2784
51047,25.340698148231994,VA,Culpeper County,7744,13341,22087
51049,13.55897435897436,VA,Cumberland County,2032,2693,4875
51590,-19.854734386597393,VA,Danville city,11051,7306,18862
51051,56.159250585480095,VA,Dickenson County,1335,4932,6405
51053,12.428877558560556,VA,Dinwiddie County,5765,7447,13533
51595,-31.22095479509928,VA,Emporia city,1531,792,2367
51057,2.1666044079193125,VA,Essex County,2541,2657,5354
51059,-36.22457438225097,VA,Fairfax County,354485,157837,542858
51600,-30.94314155559305,VA,Fairfax city,7363,3695,11854
51610,-58.523542454675884,VA,Falls Church city,5810,1323,7667
51061,24.647128542182955,VA,Fauquier County,12960,22110,37124
51063,37.49372804816859,VA,Floyd County,2300,5289,7972
51065,9.390750074117996,VA,Fluvanna County,5751,7018,13492
51067,42.17869800410371,VA,Franklin County,7254,18560,26805
